canon_entry_id,source_candidate_id,candidate_type,cluster_id,content,entity,predicate,supporting_count,provenance_source_lane,provenance_conversation_uuids,provenance_earliest,provenance_most_recent,review_status,reviewer_notes,promoted_at,promoter,origin_run_id
605f65e1c8dbbf986dc113dad654e084,a803692f1c0d5cff,decision,d1616aa1c26553d0,Use compositional verification.,,,1,claude,5c7eb78c-b030-48a0-8d98-6de81bbf0b41,2026-02-18T07:44:08.910521Z,2026-02-18T07:44:08.910521Z,approved,"Strong formal-verification principle. Compositional verification is durable and aligns with agent-system safety and scalable verification. Promote, especially alongside R000137.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
6351aaee29644d913b47de8f1f36c551,d5bd3762cb137ae5,fact,6bc3e1338e94bc08,"Node0 is the origin, not the controller.",node0,"origin, not the controller",1,claude,b4abfb40-a332-4314-8cdb-58c7cac6e174,2026-04-12T12:28:04.546887Z,2026-04-12T12:28:04.546887Z,approved,"Strong canonical Node0 principle. Defines Node0 as origin rather than controller, aligning with decentralization and anti-central-authority design.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
70a26e1f6f4f500bb5c872e903bc7620,fe2fb762f6e57eae,fact,ef1fdfa8ad3402dc,"SCM is a proxy for cognitive structure, not a ground-truth measure of ""consciousness"" or ""general intelligence.",scm,"proxy for cognitive structure, not a ground-truth measure of ""consciousness"" or",1,claude,67efac05-d051-4cc8-83f3-b19f760656db,2025-11-19T13:08:16.039762Z,2025-11-19T13:08:16.039762Z,approved,"Strong epistemic-honesty principle. SCM is a proxy for cognitive structure, not ground-truth consciousness or general intelligence. Promote as measurement-discipline canon.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
8744f74445ca4ec859e84e0491423aaa,d86110a8dd82dc13,decision,c52c19f79f81dd7c,"Use plan mode for verification steps, not just building
Write detailed specs upfront to reduce ambiguity
###2.",,,3,claude,3f114c36-1921-47e0-80ee-0d0c61485707|82c400d7-b9b3-4741-bfc2-4d5225b53c4a|f5feeb3a-f727-4e5c-b63b-84b6dee32ab5,2026-02-25T08:32:09.332920Z,2026-02-25T09:23:22.810855Z,approved,Strong verification/process discipline with supporting_count=3. Use plan mode for verification steps and write detailed specs upfront to reduce ambiguity. Promote as an operator/engineering guardrail.,2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
895670abf522f933794ae03880d771d0,299f5846cb95269d,decision,bf7539ca3ca5c0c0,"Use canonical JSON (sorted keys, no whitespace)
        serde_json::to_vec(event).",,,1,claude,a5402630-2bfd-449e-b097-fcff9e633205,2026-03-07T00:50:58.223670Z,2026-03-07T00:50:58.223670Z,approved,"Strong deterministic serialization rule. Canonical JSON with sorted keys and no whitespace is directly relevant to reproducible receipts, event hashing, and replay-safe verification. Promote as an implementation determinism guardrail.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
a4add5ae11521058517c4c242cd0c706,af4f44c0ff20c3db,fact,9386f2c10e37018d,Cloud is a tool; sovereignty is non-negotiable.,cloud,tool; sovereignty is non-negotiable,1,claude,b7772d5d-8cf2-45a9-b347-9b692482b9c3,2025-11-17T01:17:20.714782Z,2025-11-17T01:17:20.714782Z,approved,"Strong sovereignty principle. Concise and canon-safe: cloud may be used instrumentally, but sovereignty remains non-negotiable. Promote as an architectural/operating principle.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
a5f3e4e20ec0ea11565638b35c96bba9,48edef622ec42a19,decision,b430afc7658806d9,Use compaction after major milestones to preserve continuity with minimal tokens.,,,2,claude,b2e2c9fa-125d-41e1-aa5f-ec988a24e435,2026-03-25T09:16:51.143176Z,2026-03-25T09:16:51.143176Z,approved,Strong context-management rule with supporting_count=2. Use compaction after major milestones to preserve continuity with minimal tokens. Promote as an operator/context hygiene guardrail.,2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
b20241bc6ae1476006677a3acc60ce57,02aea254cf83ed3b,decision,65a39455ccbd3c9e,Use with caution as it will overwrite existing files without warning.,,,5,claude,1f3cf5df-4112-4107-8e72-7d3872b8b5e4|440553e7-d6a5-4a5f-ac79-8a6c0a99a018|6c07307b-18b6-43ab-98d3-a434d3c5b01a|f59379ed-368f-4aea-93df-fe2559ea80a9,2025-03-25T19:22:20.375465Z,2025-03-26T04:18:32.326489Z,approved,Strong safety rule with supporting_count=5. Any overwrite/destructive operation must be treated with caution because it can modify files without warning. Promote as a tool-safety / file-operation guardrail.,2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
babc5ca4288e2e46db03e95ce124ad12,c6f926829c77db3f,decision,adb23d481158eb24,Use this to understand which directories are available before trying to access files.,,,5,claude,1f3cf5df-4112-4107-8e72-7d3872b8b5e4|440553e7-d6a5-4a5f-ac79-8a6c0a99a018|6c07307b-18b6-43ab-98d3-a434d3c5b01a|f59379ed-368f-4aea-93df-fe2559ea80a9,2025-03-25T19:22:20.375465Z,2025-03-26T04:18:32.326489Z,approved,Strong file-system/tool-safety rule with supporting_count=5. Understand available directories before accessing files. Promote as an operator/tool-use guardrail.,2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
da172ec896265669acd90c694c03944d,09b3042193d0ef60,fact,a114cb76e7e1adfe,BIZRA is an ideology-native sovereign system built around a simple rule: **it must first empower one human through one truthful node before it claims scale**.,bizra,ideology-native sovereign system built around a simple rule: **it must first emp,3,claude,5bd74831-8d56-4ed4-9005-c5fe2cd0ea77,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:56.455469Z,approved,"Strong canonical BIZRA principle with supporting_count=3. Defines BIZRA as ideology-native and sovereign, anchored in the alone-first/Node0 rule: empower one human through one truthful node before claiming scale.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
db9560b3ac7117f07ce35eecf7cb46df,0042999c9cb6939c,fact,72c56e9fc2e8ad56,"Node0 is the archetype template, not a permanent authority server.",node0,"archetype template, not a permanent authority server",1,claude,b4abfb40-a332-4314-8cdb-58c7cac6e174,2026-04-12T12:28:04.546887Z,2026-04-12T12:28:04.546887Z,approved,"Strong canonical Node0 principle. Clarifies Node0 as archetype/template, not permanent authority server. Promotes decentralization and prevents founder/server centralization drift.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
db9560b3ac7117f07ce35eecf7cb46df,0042999c9cb6939c,hypothesis,,"Node0 is the archetype template, not a permanent authority server.",,fact,1,claude,b4abfb40-a332-4314-8cdb-58c7cac6e174,2026-04-12T12:28:04.546887Z,2026-04-12T12:28:04.546887Z,approved,"Strong Node0 doctrine. Node0 is the archetype template, not a permanent authority server. Promote as a sovereignty/anti-centralization principle.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
ea7ee8924db555177eca1db1eae257d1,cd712b70390009df,decision,d7414538b3d4090b,"Use your strengths as one product loop, not separate features:
`Observe -> Reason -> Act (HDA/AHK) -> Verify -> Learn -> Reuse (AaaS)`
1.",,,1,claude,33424d69-38ba-4e66-83c3-965ef5ad0470,2026-02-22T18:09:17.957360Z,2026-02-22T18:09:17.957360Z,approved,"Strong product-loop architecture decision. Observe -> Reason -> Act -> Verify -> Learn -> Reuse captures a reusable BIZRA operating loop and aligns with agentic execution plus verification. Promote, with later cleanup of HDA/AHK/AaaS abbreviations.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
eba3b64a4c51140c5a014379b1fae85a,a0326a2140a3e594,decision,dd15f7d02732ed5f,Use Nix-based reproducible environments pinned to exact git hashes for the build pipeline.,,,1,claude,6d40d864-c295-4be0-9c07-12b958e3d4b4,2026-03-01T13:43:49.922689Z,2026-03-01T13:43:49.922689Z,approved,"Strong reproducibility/build-pipeline decision. Nix-based reproducible environments pinned to exact git hashes directly support deterministic builds, auditability, and supply-chain discipline. Promote.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
edfbce8797d0427ef7823b7d59f28e0a,77c90e461befe83a,fact,6522cf37449691b9,"BIZRA is a visionary platform with the potential to transform the digital landscape by empowering individuals, democratizing AI, and fostering a more equitable and inclusive global community.",bizra,visionary platform with the potential to transform the digital landscape by empo,7,claude,84a6d99a-75b9-4dd6-a1e5-ee30c757eb6a|873c9f51-d95c-4e0c-aaa8-af90e33583be|9faf903d-5bae-40e5-9930-dfa58087dac2|edd02160-8a2b-4bd2-817b-6e926cd785f8,2024-09-14T13:06:46.411459Z,2024-09-21T04:43:06.275692Z,approved,"Strong recurring BIZRA identity/value statement with supporting_count=7. Captures empowerment, democratized AI, equity, and inclusive global community. Promote as high-level mission/vision canon, while later tightening wording for precision.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
fa5dbec0871cabd2ed64fd340e095b8d,75f98efee57e4047,fact,a6eb5242e69d351b,Node0 is the moral test of the whole system.,node0,moral test of the whole system,3,claude,5bd74831-8d56-4ed4-9005-c5fe2cd0ea77,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:56.455469Z,approved,"Strong canonical Node0 doctrine with supporting_count=3. Defines Node0 as the moral test of the whole system, reinforcing the existing Node0 origin/archetype/alone-first principles.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
fc9bec0b32868465137a3fa3cee711fd,1852e4a0681922af,fact,41556c1ee0c0a52c,BIZRA is a **Zero-Dependency Seed**.,bizra,zero-dependency seed,3,claude,5bd74831-8d56-4ed4-9005-c5fe2cd0ea77,2026-03-13T18:06:29.947011Z,2026-03-13T18:06:56.455469Z,approved,"Strong recurring identity statement with supporting_count=3. 'BIZRA is a Zero-Dependency Seed' captures the sovereign bootstrap principle and is worth promoting as a concise canon phrase, assuming it is interpreted as philosophical/architectural identity rather than literal dependency claim.",2026-04-24T05:32:25Z,bizra-operating-system,20260424T000948Z_78a12953b97a1085
